temp_mean,temp_delta,temp_rate,temp_volatility,vib_rms,vib_rms_delta,vib_dom_freq,vib_spectral_stability,vib_spectral_entropy,vib_duty_cycle,door_angle_norm,door_open_duration,cooling_efficiency_proxy,temp_rate_vs_vib,label
-16.58654249662179,-2.5771530948610852,-0.1087901206879666,1.0116131270591318,0.3979045987753392,-0.012588939656265875,57.683038030938434,0.7558913103279492,2.689524241238785,0.995768109938389,0.009795038237800426,0.0,0.853005498245732,-0.24649525036463912,RECOVERING
-21.691962649169763,-0.015972239591723336,-0.000787081206203853,0.08925041149053303,0.34804542460944987,0.0030354462049605718,51.066480278482246,0.8901648412114646,2.399844352077367,0.8765544613226115,0.007153870479586639,0.0,0.7457943760109089,-0.12172300718256768,STABLE
-7.406226496431344,3.1677531034327737,0.14002915736518792,1.843092768491715,0.42723397421015125,0.09613150853661673,56.90287899150563,0.8367184504723689,3.807711530558146,0.9589535668225918,0.4009644764257044,25.701493787452176,0.20175833395979845,0.16770074561810064,DOOR_OPEN
-11.33340057792299,4.558546146800395,0.21021350777669678,0.4961988699714528,0.05316551958430887,-0.219311280844707,2.0199833195245724,0.32951868934736067,3.3902706673211274,0.060257191173454884,0.018286486074455415,0.0,0.0,-0.11341382051736994,DEFROST
-23.292603334873377,-1.7077942960803352,-0.033388250854786264,0.20465803605136096,0.3849151799255479,-0.011656912440502895,57.06971914015641,0.8453334515846034,2.552363386260049,0.9373912024363688,0.014399877199174866,0.0,0.981753273629779,-0.2713050112458251,DRIFT_COLD
-18.32753141860174,4.647983261670774,0.18615779269862465,1.7790544747700276,0.33834146960664047,0.04025272822196727,54.235709929673504,0.7701187309450982,2.7038406129388917,0.979289385954299,0.47575050945477554,26.718357951145762,0.15825626170754897,0.8042358904031448,DOOR_OPEN
-16.752362916106367,-2.6026982902456766,-0.09030963593111935,0.5411730336361812,0.4294679880937601,-0.03172213553491416,54.03060622126589,0.7711426630040841,3.2287689862186744,0.981394595419585,0.012811936412538234,0.0,0.6512375783921246,-0.28680490152724786,RECOVERING
-20.724573828187907,0.03010028695113484,0.005489270776170892,0.17061309363235783,0.28029847537545266,-0.009217446264981164,50.083348284543106,0.9645365078454293,2.1508441059701697,0.9468079253849975,0.01505204100980653,0.0,0.8948717743104604,0.03366170165004268,STABLE
-19.986624187284136,-0.22769545919792988,-0.011176839338562537,0.011729268079498445,0.2616246063399521,0.001637800874864943,54.78370083318572,0.9666749533930162,2.4880819852637135,0.9858342460598173,0.012191843541838271,0.0,0.6756249408636469,0.07773499726447831,STABLE
-17.98070028229887,-0.45925263456466625,0.02979522496967955,0.4934292925944576,0.606150328780709,0.20276536245347299,57.904160446844,0.3135214865580188,3.9866036758238885,1.0,0.011809355606731377,0.0,0.2338477906212029,0.02285636451004585,COMP_STRESS
