temp_mean,temp_delta,temp_rate,temp_volatility,temp_ambient_gap,power_mean,power_delta,freq_mean,freq_stability,cop_mean,cop_trend,temp_rate_vs_power,recovery_efficiency,door_state,door_duration,label
-21.12295704910713,-0.287083304696731,0.005438795067721787,0.0218011191630203,45.39046020253194,131.35584886739764,-4.684110581806916,44.86138923946574,0.9355834016110146,2.6486113548545296,0.007814761593938941,0.048553303074406515,0.6995069257679266,0.0,0.0,STABLE
-14.951454064681755,1.0981292567228804,0.024007636053339537,0.198638009063837,39.037790501898996,156.34487947548325,5.718746054190305,51.81635435475238,0.8827213731781006,1.6604690201615624,-0.0038549164984202247,0.23435294796850878,0.5083934947654005,0.0,0.0,DRIFT_WARM
-18.75804000318619,-0.09993742976509219,-0.011289774469479152,0.05628803111748157,37.77903073266446,143.51690378024708,-4.425894208965791,50.372529101510736,0.9887675214887081,2.7045355080423,0.01041954865335437,-0.01292657003672692,0.9047821143126688,0.0,0.0,STABLE
-20.681614552530434,0.25191298096799003,0.01267905866419058,0.1286965307683214,41.74374404623038,132.47424773980924,5.081215966090333,49.58379115231921,0.9719682502892383,2.699601234190761,0.0023527984584561395,0.01794231707664025,0.9685437354246319,0.0,0.0,STABLE
-16.49576121383265,-0.30538025540126157,-0.04008363907073572,0.24151917782300966,39.81088371022226,160.03191479449612,3.887183006486471,58.28818212134015,0.9277594352002306,2.3848541685189293,-0.007158820755847203,0.08405929896686844,0.8301727999705414,0.0,0.03774977426680499,RECOVERING
-20.30620207897155,-0.7263533572167569,0.03597995553689497,0.07873102842040673,40.16069584677069,176.49549644887742,3.741746231294374,49.148172534515005,0.9757342364994652,2.738576805337416,-0.007224953999246588,-0.019676905415227257,0.5543815200078154,0.0,0.0,STABLE
-19.716713201849355,0.34997014053118763,-0.03333343871630782,0.1524541018084132,34.1239193989769,138.29068093165296,0.14948502795687058,47.757656920362145,0.9668815118236908,2.373001935777077,0.002925953088894419,-0.028624787796119884,0.5700362276762371,0.0,0.0,STABLE
-13.787965447157763,5.5014534750713375,0.1935875005225795,1.5918824491252186,33.12967637449785,216.66258026239055,31.08095551763066,55.843188397715636,0.9375693558815189,1.4349941676826283,-0.020563489938134012,0.3980355088355572,0.809246884908523,1.0,27.40221944195391,DOOR_OPEN
-19.909199976389953,-0.3975178898476061,-0.020203153474226174,0.08298661645491696,39.29931918396911,133.13670294542834,-3.865784507786657,46.563835319464914,0.9150929022582919,2.579868356130687,0.00794130409939082,0.05429091004365369,0.9575099367708504,0.0,0.0,STABLE
-19.76738148316671,1.1327855235347033,0.04471105558713347,0.18430436844766393,32.87999832941088,153.47103185426448,9.013812453008638,52.980880589531125,0.8606141205381698,1.7749958152702328,-0.008687949719204382,0.33916171536803935,0.7743171650686743,0.0,0.0,DRIFT_WARM
-12.92030880913363,2.113121548704398,0.16227638862733673,1.255647577565409,39.299164767445234,199.75010427525646,47.12203864510939,52.94781901365137,0.8781231656450534,1.7429758096196835,-0.028476386065405215,0.49973435922709913,0.6485669487624683,1.0,57.51015933245667,DOOR_OPEN
-9.17505618558547,4.319515078645871,0.10222006945648966,1.900771944513085,34.855329825757934,211.20402656720026,42.115658920446386,57.40597472209168,0.7343971357365373,1.8296589207958607,-0.018912117598237556,0.5841069618061497,0.6232276371588265,1.0,6.725978591214177,DOOR_OPEN
-9.43704638532143,1.0411190857254593,0.10951609281206777,1.2897837441061326,37.571257487939306,180.2963887988184,5.087684120742138,59.20326983584415,0.788824025333497,2.2960126074151903,-0.011427867210281103,0.0850211858356041,0.3827962103147012,1.0,27.03110135024977,DOOR_OPEN
-18.171142056506444,0.8836732292230547,0.01292054361795144,0.18036993596165815,38.27782877712013,179.76718974165172,2.409233229625128,50.799827596286875,0.910434517894799,2.150826154930443,-0.0134306378967807,0.34408551818058,0.6202365259220235,0.0,0.0,DRIFT_WARM
-13.935046490853606,0.34121701207819166,0.03640517399080882,0.3813770171651212,41.162528180862274,144.33515027001513,17.077278223167003,52.849617575035836,0.8874911114690821,2.7007903323672893,-0.010844504065680776,0.18397504470457957,0.5457815971017972,0.0,18.807383369981082,STABLE
-10.778836037794129,3.3311177101490066,0.12201592518381484,0.6916538759593114,27.50139156234547,42.44672364925349,-93.18761842895566,2.438305693367842,0.26189650993430486,0.20759263908338588,-0.064328232282725,-0.3548567286977467,0.2527357680024109,0.0,0.0,DEFROST
-16.079013622478943,1.9362652066552,0.21496248841874335,0.949699653605772,31.543017076073077,203.54988592400449,36.828651537999555,49.939490729885456,0.7201547949820283,2.2589801553391817,-0.019114228938825507,0.6338826996989074,0.7659581889008685,1.0,33.712018276176686,DOOR_OPEN
-8.650578937329948,6.768705657247127,0.0525801288491962,2.8109001098897313,24.2463409082697,259.1520593508407,12.515966018068404,60.12146578938341,0.6690784921827551,1.0065228657947112,-0.03524892833733355,0.5245282457874484,0.0762189503484193,0.0,0.0,EXCURSION
-18.300899000198903,0.7012820703973097,0.03129879715247053,0.48093015650174165,37.16548133308728,316.89737360801666,9.201662563582648,58.87844069479585,1.0,1.0376612463032124,-0.028386844982848193,0.2975854737619606,0.15095043747377326,0.0,0.0,COMP_STRESS
-19.553468823970057,-0.13752248236594727,-0.031427324956221865,0.059194976261722536,41.7764052436694,174.64599899956926,7.716110612425403,47.45637067686978,0.955528094012555,2.644613890365281,0.004801894891820647,-0.049389334526714304,0.9609229437836522,0.0,0.0,STABLE
-19.8046190840612,-0.16169205248372823,-0.016403632787176818,0.13291379693022495,45.1860753247291,109.39761619298864,5.191401638582267,52.07029231220686,0.9635007208638354,2.918530921865694,-0.0007044376627068569,0.05868290039067353,0.8638019124933528,0.0,0.0,STABLE
-20.334932037273607,-0.41515394815367584,0.0036246830875968734,0.03488142234671996,42.48870883556468,117.63223267050752,-0.05143769084552833,49.886840361944465,0.9227200164875986,2.6971478854106476,0.00605302698229561,0.04695375358767617,0.9074730282108923,0.0,0.0,STABLE
-19.551857855373292,0.029901662264050947,-0.021747172874477444,0.09454741210671451,38.50095712419685,172.13015996729092,-0.8375837897184464,51.494171987055154,0.9117636788227407,2.634340522999118,-0.015064057318306444,0.07066179408680205,0.8255477340550066,0.0,0.0,STABLE
-20.304867862993408,0.03671469708144481,0.01498246343873162,0.11716584370410135,35.637833198174775,132.69750739559782,-0.7814191482111303,49.549862500218445,0.9733354501599234,2.2166547757803796,-0.0015560906689277463,-0.27242402331477344,0.7177818352741997,0.0,0.0,STABLE
-19.99326546589838,0.3457011074772909,0.00037036830546654723,0.06693794407208882,39.189383438762434,166.93522080893433,4.344165930117784,50.415371409172444,0.9035875935702622,2.894150034739177,0.022179726316043594,0.1244688011180915,0.7036750497732053,0.0,0.0,STABLE
-14.424681235724712,6.246572573939893,0.3130715129168717,0.4032041873795734,28.9859603346034,20.72755044173718,-121.03080035065558,4.8712735172959745,0.1818074738091167,0.7417433228655265,-0.05920298995780446,-0.34526444280685953,0.0,0.0,0.0,DEFROST
-14.037878815924367,1.1741446012876842,0.023450982718651998,0.3400146310226106,38.20866740320574,198.75696950270546,4.422886528181767,52.516983304279954,0.866315173809001,2.3107213476954303,-0.01683794798970549,0.24778953400067366,0.6221390344655678,0.0,0.0,DRIFT_WARM
-12.52615098537091,6.828926217433775,0.16390265174717483,0.5494692254178666,34.22119703991927,31.372367254151037,-85.90066679591565,2.8183673694582625,0.15933879308685428,0.37623072328062057,-0.056053015651408356,0.08918532954390124,0.2083304242445554,0.0,0.0,DEFROST
-19.57503410256385,-0.017270928721621212,0.009127563707589048,0.1503928715244759,37.169347541127024,155.13047841315196,3.042082692618469,51.09975248019272,0.9475906298445801,2.4158439423852847,-0.012021106687684743,-0.08097457915802514,0.8839046108893325,0.0,0.0,STABLE
-1.6581863797665797,5.74737852625101,0.32216351759172224,1.3790230501699774,20.253547669380804,274.90379224274363,20.41677441306827,61.604658687572375,0.7208399611488177,0.6965004932003024,-0.07889812941998674,0.4912186017970721,0.42660294376438873,0.0,0.0,EXCURSION
-22.867910940241206,-0.532328236031141,0.001173449086960305,0.33100532969637214,44.66903181253005,193.80451422614934,2.840872314877939,51.767401975242755,0.9132171094576209,2.1402507906338326,-0.010951943643408455,-0.3417429978376144,0.9665837693772332,0.0,0.11127559234252822,DRIFT_COLD
-12.29150524343919,2.7270785266951405,0.17613448891432273,2.435047908855852,28.592520514318103,223.04090014266114,45.25949951716504,57.599531452225925,0.8963549500574668,1.709364020365447,-0.01451109005882241,0.4833755991637931,0.36943565236395115,1.0,15.711366569219695,DOOR_OPEN
